Shipment_ID,Origin_Warehouse,Destination,Carrier,Shipment_Date,Delivery_Date,Weight_kg,Cost,Status,Distance_miles,Transit_Days
SH10513,Warehouse_ATL,Los Angeles,OnTrac,20/03/2023,24/03/2023,50.9,224.98,Delivered,1225,4
SH10514,Warehouse_ATL,Atlanta,Amazon Logistics,20/07/2023,23/07/2023,20.5,202.83,Delivered,1428,3
SH10515,Warehouse_HOU,Portland,LaserShip,26/12/2023,27/12/2023,24.1,79.56,Delivered,267,1
SH10516,Warehouse_ATL,Minneapolis,UPS,13/03/2023,14/03/2023,8.9,89.78,Delivered,650,1
SH10517,Warehouse_HOU,Boston,USPS,27/11/2023,03/12/2023,80,485.62,Delivered,2479,6
SH10518,Warehouse_MIA,Houston,UPS,30/03/2023,04/04/2023,15.4,241.05,Delivered,1859,5
SH10519,Warehouse_LA,Phoenix,USPS,01/02/2023,09/02/2023,21.4,68.02,Delayed,373,3
SH10520,Warehouse_LA,Boston,OnTrac,02/07/2023,04/07/2023,6.6,115.73,Delivered,912,2
SH10521,Warehouse_BOS,Atlanta,DHL,16/06/2023,18/06/2023,27.4,98.31,Delivered,490,2
SH10522,Warehouse_CHI,Miami,LaserShip,15/06/2023,18/06/2023,20.1,195.91,Delivered,1350,3
SH10523,Warehouse_ATL,Portland,Amazon Logistics,18/04/2023,02/05/2023,24.7,221.91,Delayed,1572,6
SH10524,Warehouse_ATL,Detroit,Amazon Logistics,12/11/2023,16/11/2023,6.9,213.81,Delivered,1517,4
SH10525,Warehouse_SF,Denver,DHL,07/07/2023,11/07/2023,34.7,304.3,Delivered,1785,4
SH10526,Warehouse_SF,Minneapolis,OnTrac,24/04/2023,27/04/2023,20.3,89.33,Delivered,543,3
SH10527,Warehouse_LA,Phoenix,OnTrac,03/02/2023,06/02/2023,32.2,83.7,Delivered,373,3
SH10528,Warehouse_ATL,San Francisco,OnTrac,13/06/2023,16/06/2023,34.7,183.65,Delivered,1055,3
SH10529,Warehouse_MIA,Atlanta,FedEx,20/07/2023,26/07/2023,19.4,323.37,Delivered,2177,6
SH10530,Warehouse_NYC,Houston,UPS,13/11/2023,18/11/2023,5.5,248.81,Delivered,1769,5
SH10531,Warehouse_HOU,Boston,Amazon Logistics,04/10/2023,07/10/2023,37.9,186.54,Delivered,1126,3
SH10532,Warehouse_LA,Minneapolis,LaserShip,15/07/2023,20/07/2023,36.4,257.54,Delivered,1685,5
SH10533,Warehouse_ATL,Dallas,OnTrac,01/03/2023,06/03/2023,31.4,130.31,Delivered,838,5
SH10534,Warehouse_ATL,Miami,OnTrac,03/03/2023,09/03/2023,13.3,236.71,In Transit,2025,6
SH10535,Warehouse_NYC,Seattle,LaserShip,13/04/2023,14/04/2023,15.4,33.51,Delivered,121,1
SH10536,Warehouse_NYC,Chicago,FedEx,25/03/2023,08/04/2023,11.1,113.5,Delayed,790,4
SH10537,Warehouse_ATL,Houston,LaserShip,14/04/2023,17/04/2023,51.4,143.25,Delivered,582,3
SH10538,Warehouse_ATL,New York,LaserShip,17/05/2023,18/05/2023,55.6,101.32,Delivered,357,1
SH10539,Warehouse_SF,Dallas,Amazon Logistics,14/03/2023,18/03/2023,30.9,151.63,Delivered,961,4
SH10540,Warehouse_HOU,Miami,FedEx,16/06/2023,23/06/2023,5.4,187.36,Delivered,1292,7
SH10541,Warehouse_MIA,Los Angeles,FedEx,20/04/2023,21/04/2023,35.4,88.87,Delivered,320,1
SH10543,Warehouse_SEA,Seattle,LaserShip,23/09/2023,28/09/2023,27.5,227.05,Delivered,1611,5
SH10544,Warehouse_ATL,Phoenix,LaserShip,14/10/2023,19/10/2023,22.8,184.9,Delivered,1288,5
SH10545,Warehouse_SF,Portland,FedEx,19/01/2023,23/01/2023,21.7,139.26,Delivered,896,4
SH10546,Warehouse_LA,Boston,UPS,25/06/2023,02/07/2023,37,208.58,Delivered,1452,7
SH10547,Warehouse_SF,Dallas,UPS,04/05/2023,06/05/2023,20.1,50.48,In Transit,210,2
SH10548,Warehouse_CHI,Portland,FedEx,12/01/2023,14/01/2023,20.8,74.77,Delivered,389,2
SH10549,Warehouse_LA,New York,USPS,02/04/2023,04/04/2023,7.4,88.25,Returned,643,2
SH10550,Warehouse_ATL,Boston,USPS,27/08/2023,29/08/2023,21.4,109.1,Delivered,838,2
SH10551,Warehouse_DEN,Detroit,FedEx,12/05/2023,16/05/2023,20.3,228.9,Delivered,1383,4
SH10552,Warehouse_MIA,New York,UPS,08/05/2023,11/05/2023,12.6,32.18,Delivered,121,3
SH10553,Warehouse_DEN,Atlanta,DHL,21/11/2023,30/11/2023,17.5,402.56,Delivered,2146,9
SH10554,Warehouse_LA,Boston,LaserShip,27/11/2023,28/11/2023,33,73.97,Delivered,223,1
SH10555,Warehouse_MIA,Boston,USPS,15/07/2023,18/07/2023,69.3,244.01,In Transit,1337,3
SH10556,Warehouse_HOU,Minneapolis,DHL,15/09/2023,20/09/2023,10.8,200.6,Delivered,1255,5
SH10557,Warehouse_BOS,Phoenix,USPS,21/08/2023,25/08/2023,12.9,101.44,In Transit,825,4
SH10558,Warehouse_SF,Minneapolis,USPS,10/09/2023,14/09/2023,23.6,229.43,Delivered,1852,4
SH10559,Warehouse_SF,Dallas,FedEx,21/12/2023,25/12/2023,41,324.91,Returned,1764,4
SH10560,Warehouse_MIA,Phoenix,Amazon Logistics,16/07/2023,19/07/2023,19.5,114.24,Delivered,713,3
SH10561,Warehouse_LA,Chicago,UPS,24/03/2023,29/03/2023,17.8,235.64,Delivered,1898,5
SH10562,Warehouse_CHI,San Francisco,LaserShip,24/02/2023,27/02/2023,67.5,220.77,Delivered,1083,3
SH10563,Warehouse_DEN,Portland,FedEx,09/12/2023,13/12/2023,17.7,320.45,Delivered,1681,4
SH10564,Warehouse_ATL,Miami,USPS,19/11/2023,22/11/2023,23.2,208.01,Delivered,1256,3
SH10565,Warehouse_BOS,Los Angeles,UPS,15/06/2023,22/06/2023,17.2,251.79,Delivered,1984,7
SH10566,Warehouse_MIA,Phoenix,USPS,29/11/2023,07/12/2023,61.6,384.1,Delivered,2445,8
SH10567,Warehouse_CHI,Miami,OnTrac,13/07/2023,17/07/2023,25.3,191.72,Delivered,1350,4
SH10568,Warehouse_LA,Houston,LaserShip,13/03/2023,23/03/2023,45.8,313.91,Delayed,2318,7
SH10569,Warehouse_LA,Miami,OnTrac,19/04/2023,26/04/2023,28.4,304.15,Delivered,2243,7
SH10570,Warehouse_MIA,Chicago,UPS,24/07/2023,31/07/2023,31.7,333.27,Delivered,2201,7
SH10571,Warehouse_MIA,Boston,DHL,29/04/2023,06/05/2023,33.7,363.72,Delivered,2255,7
SH10572,Warehouse_SF,Atlanta,UPS,13/05/2023,22/05/2023,58.4,196.37,Delivered,962,9
SH10573,Warehouse_SF,Miami,LaserShip,30/06/2023,04/07/2023,28.7,255.28,In Transit,1681,4
SH10574,Warehouse_CHI,Detroit,LaserShip,16/05/2023,17/05/2023,37.4,72.51,Delivered,283,1
SH10575,Warehouse_SF,Boston,USPS,28/08/2023,31/08/2023,26.9,103.85,Delivered,640,3
SH10576,Warehouse_CHI,Phoenix,OnTrac,18/10/2023,24/10/2023,27.8,294.98,Delivered,2409,6
SH10577,Warehouse_ATL,San Francisco,FedEx,18/11/2023,22/11/2023,23.3,228.28,Lost,1203,4
SH10578,Warehouse_CHI,Atlanta,Amazon Logistics,03/04/2023,04/04/2023,17.9,45.26,Delivered,231,1
SH10579,Warehouse_ATL,Miami,LaserShip,12/09/2023,26/09/2023,32.5,308.35,Delayed,2136,5
SH10580,Warehouse_SEA,Portland,OnTrac,04/03/2023,08/03/2023,19.8,265.4,Delivered,1886,4
SH10581,Warehouse_MIA,Chicago,FedEx,20/01/2023,30/01/2023,11.9,287.05,Delivered,1896,10
SH10582,Warehouse_CHI,Minneapolis,LaserShip,11/10/2023,16/10/2023,108.6,221.52,Delivered,1869,5
SH10583,Warehouse_CHI,San Francisco,FedEx,04/06/2023,07/06/2023,15.9,200.58,Delivered,1412,3
SH10584,Warehouse_ATL,Chicago,DHL,04/06/2023,07/06/2023,19.8,44,Delivered,110,3
SH10585,Warehouse_HOU,Miami,LaserShip,05/02/2023,07/02/2023,14.6,107.88,Delivered,682,2
SH10586,Warehouse_DEN,San Francisco,OnTrac,01/03/2023,07/03/2023,46.5,334.7,Delivered,2264,6
SH10587,Warehouse_CHI,Boston,UPS,15/11/2023,18/11/2023,43.9,133.41,Delivered,413,3
SH10588,Warehouse_MIA,Seattle,Amazon Logistics,26/05/2023,09/06/2023,17.5,144.25,Delayed,1003,3
SH10589,Warehouse_SF,Houston,OnTrac,29/07/2023,01/08/2023,82.9,189.53,Delivered,893,3
SH10590,Warehouse_HOU,Boston,DHL,23/05/2023,04/06/2023,16.2,219.44,Delayed,1509,4
SH10591,Warehouse_BOS,Seattle,DHL,12/07/2023,25/07/2023,17.1,265.04,Delayed,1749,5
SH10592,Warehouse_MIA,Los Angeles,OnTrac,14/06/2023,15/06/2023,9.4,59.03,Delivered,377,1
SH10593,Warehouse_SF,Phoenix,FedEx,21/10/2023,26/10/2023,15.3,343.33,Delivered,2483,5
SH10594,Warehouse_SEA,Seattle,OnTrac,10/03/2023,24/03/2023,17.4,231.71,Delayed,1606,5
SH10595,Warehouse_NYC,Atlanta,OnTrac,25/07/2023,30/07/2023,11.8,119.5,Delivered,870,5
SH10596,Warehouse_ATL,San Francisco,UPS,08/12/2023,13/12/2023,56.8,315.36,Delivered,1705,5
SH10598,Warehouse_DEN,Dallas,Amazon Logistics,22/05/2023,26/05/2023,14.6,187.56,Delivered,1525,4
SH10599,Warehouse_MIA,Phoenix,DHL,23/06/2023,26/06/2023,9.9,180.22,Delivered,1178,3
SH10600,Warehouse_SF,Houston,FedEx,26/02/2023,02/03/2023,45.7,247.43,Delivered,1612,4
SH10601,Warehouse_LA,New York,Amazon Logistics,29/05/2023,04/06/2023,19.9,316.03,Delivered,2488,6
SH10602,Warehouse_HOU,Dallas,Amazon Logistics,20/11/2023,30/11/2023,10.5,325.38,Delivered,2144,10
SH10603,Warehouse_NYC,Dallas,FedEx,03/06/2023,06/06/2023,4.2,45.59,Delivered,341,3
SH10604,Warehouse_BOS,Boston,LaserShip,17/02/2023,21/02/2023,17.9,77.71,Delivered,484,4
SH10605,Warehouse_SEA,Detroit,DHL,28/07/2023,02/08/2023,6.9,218.92,Delivered,1461,5
SH10606,Warehouse_LA,Chicago,Amazon Logistics,18/12/2023,23/12/2023,29.7,149.52,Delivered,766,5
SH10607,Warehouse_ATL,Dallas,FedEx,05/06/2023,10/06/2023,11.4,179.35,Delivered,1151,5
SH10608,Warehouse_MIA,San Francisco,LaserShip,26/07/2023,28/07/2023,11,59.43,Delivered,412,2
SH10609,Warehouse_MIA,Dallas,Amazon Logistics,08/02/2023,12/02/2023,19.7,254.01,Delivered,1858,4
SH10610,Warehouse_HOU,San Francisco,LaserShip,18/10/2023,03/11/2023,24.2,284.17,Delayed,2188,5
SH10611,Warehouse_HOU,Dallas,FedEx,07/09/2023,10/09/2023,58.1,217.03,Delivered,1113,3
SH10612,Warehouse_HOU,Seattle,FedEx,11/11/2023,16/11/2023,0.3,333.92,Delivered,1775,5
SH10613,Warehouse_DEN,New York,Amazon Logistics,26/10/2023,30/10/2023,39,61.95,Delivered,109,4
SH10614,Warehouse_CHI,Denver,UPS,25/09/2023,29/09/2023,16.5,143.91,Delivered,1000,4
SH10615,Warehouse_ATL,Portland,UPS,16/04/2023,22/04/2023,12.9,56.83,Delayed,354,1
SH10616,Warehouse_ATL,Miami,FedEx,24/04/2023,26/04/2023,11.5,114.38,Delivered,752,2
SH10617,Warehouse_ATL,Denver,Amazon Logistics,26/09/2023,02/10/2023,37.7,286.4,Delivered,2253,6
SH10618,Warehouse_CHI,Denver,LaserShip,17/06/2023,21/06/2023,8.6,119.7,Delivered,1000,4
SH10619,Warehouse_SF,Phoenix,LaserShip,16/12/2023,25/12/2023,43.2,416.42,Delayed,2266,7
SH10620,Warehouse_ATL,Minneapolis,DHL,18/09/2023,27/09/2023,51.8,201.57,Delayed,1014,3
SH10621,Warehouse_BOS,Portland,USPS,14/11/2023,22/11/2023,21.4,276.47,Delivered,1837,8
SH10622,Warehouse_HOU,Chicago,OnTrac,17/02/2023,20/02/2023,34.2,73.58,Delivered,264,3
SH10623,Warehouse_LA,Detroit,FedEx,30/09/2023,03/10/2023,27.8,172.58,Delivered,920,3
SH10624,Warehouse_BOS,Dallas,FedEx,05/04/2023,09/04/2023,3.3,52.34,Delivered,385,4
SH10625,Warehouse_CHI,San Francisco,DHL,17/06/2023,21/06/2023,22.5,252.88,Delivered,1650,4
SH10626,Warehouse_MIA,Minneapolis,OnTrac,24/09/2023,30/09/2023,16.3,274.15,Delivered,2133,6
SH10627,Warehouse_SF,San Francisco,FedEx,15/11/2023,20/11/2023,7,194.75,In Transit,1191,5
SH10628,Warehouse_LA,Miami,USPS,05/01/2023,08/01/2023,27.1,133.42,Lost,836,3
SH10629,Warehouse_CHI,Denver,FedEx,04/10/2023,06/10/2023,11.9,149.7,Delivered,1000,2
SH10630,Warehouse_SF,Los Angeles,DHL,12/08/2023,14/08/2023,54.7,191.49,Delivered,723,2
SH10631,Warehouse_MIA,Los Angeles,FedEx,26/07/2023,01/08/2023,26,304.66,Lost,1990,6
SH10632,Warehouse_BOS,Minneapolis,UPS,07/11/2023,09/11/2023,6.9,107.24,Delivered,660,2
SH10633,Warehouse_ATL,Houston,UPS,21/07/2023,27/07/2023,44.1,340.74,Delivered,2174,6
SH10634,Warehouse_ATL,Minneapolis,USPS,03/08/2023,06/08/2023,16.2,93.12,Delivered,651,3
SH10635,Warehouse_CHI,Denver,FedEx,11/11/2023,14/11/2023,65.2,264.64,Delivered,1000,3
SH10637,Warehouse_DEN,Boston,LaserShip,18/05/2023,20/05/2023,29.9,95.19,Delivered,508,2
SH10638,Warehouse_CHI,Houston,LaserShip,31/05/2023,06/06/2023,22.5,304.07,Delivered,2165,6
SH10639,Warehouse_HOU,Portland,USPS,25/09/2023,30/09/2023,27.2,158.38,Delivered,1038,5
SH10641,Warehouse_SF,Los Angeles,Amazon Logistics,19/03/2023,26/03/2023,37.7,339.21,Delivered,2201,7
SH10642,Warehouse_DEN,Detroit,FedEx,20/03/2023,25/03/2023,10.2,265.15,Delivered,1808,5
SH10643,Warehouse_SEA,Phoenix,OnTrac,03/10/2023,05/10/2023,10.2,79.74,Delivered,553,2
SH10644,Warehouse_SEA,New York,DHL,18/03/2023,22/03/2023,44.4,151.2,Delivered,560,4
SH10645,Warehouse_MIA,Atlanta,USPS,28/07/2023,02/08/2023,21.9,289.79,Delivered,2189,5
SH10646,Warehouse_ATL,Detroit,LaserShip,17/11/2023,19/11/2023,23.1,98.82,Delivered,393,2
SH10647,Warehouse_SEA,Minneapolis,DHL,13/12/2023,16/12/2023,37.7,336.06,Delivered,1505,3
SH10648,Warehouse_DEN,New York,OnTrac,25/09/2023,01/10/2023,37.1,236.03,Delivered,1673,6
SH10649,Warehouse_LA,Portland,OnTrac,04/08/2023,08/08/2023,12.1,144.44,Delivered,1029,4
SH10650,Warehouse_SF,Miami,Amazon Logistics,29/09/2023,06/10/2023,6.9,294.86,Delivered,2487,7
SH10651,Warehouse_SEA,Los Angeles,OnTrac,04/07/2023,08/07/2023,14.6,204.47,Delivered,1495,4
SH10652,Warehouse_BOS,Chicago,DHL,01/07/2023,06/07/2023,54.9,243.58,Delivered,1121,5
SH10653,Warehouse_NYC,Chicago,DHL,22/08/2023,24/08/2023,31.7,163.48,Delivered,790,2
SH10654,Warehouse_BOS,Minneapolis,OnTrac,04/10/2023,08/10/2023,15.7,191.45,Delivered,1457,4
SH10655,Warehouse_HOU,Miami,UPS,07/01/2023,12/01/2023,6.6,261.19,Delivered,1832,5
SH10656,Warehouse_SF,Los Angeles,LaserShip,25/07/2023,28/07/2023,53.1,197.62,Delivered,1208,3
SH10657,Warehouse_SF,Denver,LaserShip,16/12/2023,17/12/2023,32.3,115.94,Delivered,531,1
SH10658,Warehouse_LA,Dallas,Amazon Logistics,23/12/2023,30/12/2023,67.3,275.71,Delivered,1435,7
SH10659,Warehouse_SF,Portland,UPS,17/09/2023,22/09/2023,11.7,241.13,Delivered,1803,5
SH10660,Warehouse_SEA,Los Angeles,Amazon Logistics,17/08/2023,22/08/2023,6.3,315.26,Delivered,2363,5
SH10661,Warehouse_ATL,Chicago,Amazon Logistics,05/10/2023,08/10/2023,57.7,243.19,Delivered,1274,3
SH10662,Warehouse_CHI,New York,OnTrac,09/02/2023,14/02/2023,5.9,199.78,Delivered,1678,5
SH10663,Warehouse_CHI,Seattle,DHL,17/10/2023,03/11/2023,38,416.88,Delayed,2447,6
SH10664,Warehouse_SF,Minneapolis,Amazon Logistics,03/03/2023,08/03/2023,9.7,230.69,Delivered,1667,5
SH10665,Warehouse_LA,Dallas,Amazon Logistics,02/06/2023,06/06/2023,25,220.62,Delivered,1435,4
SH10666,Warehouse_DEN,Houston,OnTrac,07/01/2023,12/01/2023,9.7,260.86,Delivered,1937,5
SH10667,Warehouse_ATL,Dallas,UPS,28/03/2023,31/03/2023,5.6,94.63,Returned,659,3
SH10668,Warehouse_SEA,Miami,UPS,03/03/2023,08/03/2023,18.1,102.98,Delivered,663,5
SH10669,Warehouse_LA,Dallas,LaserShip,16/11/2023,21/11/2023,39,280.22,Delivered,1435,5
SH10670,Warehouse_BOS,New York,LaserShip,20/03/2023,28/03/2023,28.1,192.15,Delivered,1431,8
SH10671,Warehouse_MIA,Minneapolis,DHL,20/10/2023,03/11/2023,22.8,362.33,Delayed,2452,5
SH10672,Warehouse_HOU,Detroit,LaserShip,09/07/2023,23/07/2023,25.5,298.33,Delayed,2427,6
SH10673,Warehouse_NYC,Seattle,LaserShip,12/06/2023,17/06/2023,13.9,131.13,Delivered,872,5
SH10674,Warehouse_ATL,Houston,DHL,15/04/2023,21/04/2023,7.7,234.65,Delivered,1747,6
SH10675,Warehouse_LA,Houston,LaserShip,25/04/2023,29/04/2023,37.8,199.44,Delivered,1314,4
SH10676,Warehouse_MIA,Los Angeles,DHL,27/10/2023,01/11/2023,43.7,401.12,Delivered,2460,5
SH10677,Warehouse_MIA,New York,OnTrac,08/09/2023,13/09/2023,20.6,259.44,Delivered,2189,5
SH10678,Warehouse_SEA,Denver,FedEx,02/10/2023,08/10/2023,14,295.69,Delivered,2105,6
SH10679,Warehouse_BOS,Miami,FedEx,03/03/2023,09/03/2023,6.5,297.79,Delivered,2185,6
SH10680,Warehouse_ATL,Houston,FedEx,15/08/2023,20/08/2023,122.7,432.92,Delivered,1984,5
SH10681,Warehouse_BOS,Phoenix,OnTrac,19/10/2023,22/10/2023,13.6,141.3,Delivered,1123,3
SH10682,Warehouse_ATL,San Francisco,OnTrac,04/05/2023,06/05/2023,35.9,89.84,Delivered,348,2
SH10683,Warehouse_LA,Dallas,Amazon Logistics,02/01/2023,05/01/2023,52.3,222.33,Delivered,1435,3
SH10684,Warehouse_HOU,Detroit,DHL,28/02/2023,01/03/2023,14.6,58.01,Delivered,265,1
SH10685,Warehouse_NYC,Atlanta,FedEx,14/03/2023,17/03/2023,36.8,166.16,Delivered,870,3
SH10686,Warehouse_BOS,Portland,LaserShip,25/11/2023,01/12/2023,25.8,319.09,Lost,2008,6
SH10687,Warehouse_LA,Chicago,USPS,19/06/2023,22/06/2023,17.5,165.72,Delivered,1305,3
SH10688,Warehouse_SF,Portland,OnTrac,26/10/2023,30/10/2023,50.1,282.69,Delivered,1646,4
SH10689,Warehouse_CHI,Atlanta,LaserShip,16/03/2023,21/03/2023,54,326.08,Delivered,2448,5
SH10690,Warehouse_BOS,Dallas,DHL,14/01/2023,18/01/2023,9.6,243.91,Delivered,1854,4
SH10691,Warehouse_BOS,Minneapolis,Amazon Logistics,07/06/2023,10/06/2023,14.5,174.22,Delivered,1208,3
SH10692,Warehouse_MIA,Dallas,USPS,15/01/2023,19/01/2023,14.5,230.05,Delivered,1753,4
SH10693,Warehouse_MIA,Chicago,USPS,17/03/2023,03/04/2023,3.1,124.09,Delayed,1098,6
SH10694,Warehouse_DEN,Denver,FedEx,16/02/2023,21/02/2023,108.4,397.96,Delivered,1964,5
SH10695,Warehouse_DEN,Houston,Amazon Logistics,15/06/2023,20/06/2023,26.6,231.19,Delivered,1615,5
SH10696,Warehouse_NYC,Atlanta,FedEx,19/11/2023,22/11/2023,7.2,158.85,Delivered,870,3
SH10697,Warehouse_SF,Detroit,DHL,31/03/2023,01/04/2023,17.1,34.45,Delivered,105,1
SH10698,Warehouse_SF,Atlanta,UPS,18/01/2023,20/01/2023,21.9,83.7,Delivered,472,2
SH10699,Warehouse_HOU,Dallas,UPS,28/02/2023,05/03/2023,78.2,195.05,Delayed,860,3
SH10700,Warehouse_ATL,Seattle,LaserShip,04/01/2023,07/01/2023,14.5,83.98,Delivered,530,3
SH10701,Warehouse_SEA,Seattle,UPS,16/09/2023,20/09/2023,17.7,198.87,Delivered,1498,4
SH10702,Warehouse_CHI,Portland,OnTrac,05/02/2023,06/02/2023,14.1,33.49,Delivered,154,1
SH10703,Warehouse_ATL,Chicago,USPS,27/08/2023,28/08/2023,6.7,52,Delivered,357,1
SH10704,Warehouse_BOS,San Francisco,FedEx,17/05/2023,22/05/2023,11.9,34.31,Delivered,2440,5
SH10705,Warehouse_NYC,Portland,UPS,15/11/2023,20/11/2023,60.4,370.75,Delivered,1846,5
SH10706,Warehouse_NYC,Detroit,USPS,22/07/2023,25/07/2023,12.6,75.73,Delivered,497,3
SH10707,Warehouse_BOS,Houston,DHL,28/04/2023,01/05/2023,43.8,143.51,Delivered,632,3
SH10709,Warehouse_DEN,Boston,LaserShip,14/08/2023,18/08/2023,27.5,172.21,Delivered,1086,4
SH10710,Warehouse_ATL,Chicago,UPS,30/11/2023,02/12/2023,30.6,89.12,Delivered,284,2
SH10711,Warehouse_NYC,Los Angeles,LaserShip,30/10/2023,03/11/2023,139.4,415.94,Delivered,1881,4
SH10712,Warehouse_LA,Detroit,USPS,19/11/2023,26/11/2023,3.8,206.23,Delivered,1465,7
SH10713,Warehouse_SEA,Denver,UPS,23/02/2023,27/02/2023,24.1,148.09,Delivered,1000,4
SH10714,Warehouse_HOU,New York,LaserShip,28/01/2023,06/02/2023,66.5,345.16,Delayed,2301,7
SH10715,Warehouse_LA,Minneapolis,LaserShip,12/03/2023,18/03/2023,21.4,92.29,Delivered,623,6
SH10716,Warehouse_CHI,Houston,LaserShip,31/08/2023,08/09/2023,12,321.79,Delivered,2422,8
SH10717,Warehouse_ATL,Detroit,FedEx,23/06/2023,28/06/2023,19.7,201.01,Delivered,1284,5
SH10720,Warehouse_SEA,Chicago,DHL,04/01/2023,10/01/2023,19,117.94,Delayed,593,5
SH10721,Warehouse_NYC,Phoenix,DHL,22/02/2023,27/02/2023,66.1,181.39,Delivered,796,5
SH10722,Warehouse_SF,San Francisco,USPS,31/12/2023,05/01/2024,23.2,295.97,Delivered,2164,5
SH10723,Warehouse_CHI,Boston,UPS,04/10/2023,07/10/2023,16.2,157.6,Delivered,1217,3
SH10724,Warehouse_CHI,San Francisco,USPS,08/01/2023,10/01/2023,14.4,34.45,Delivered,140,2
SH10725,Warehouse_NYC,Minneapolis,USPS,14/07/2023,19/07/2023,27.4,178.29,Delivered,1367,5
SH10726,Warehouse_LA,Chicago,UPS,16/07/2023,23/07/2023,27.4,286.48,Delivered,2072,7
SH10727,Warehouse_DEN,Atlanta,USPS,07/05/2023,12/05/2023,6.2,25.02,Delivered,150,5
SH10728,Warehouse_BOS,Phoenix,DHL,12/10/2023,15/10/2023,24.1,204.04,Delivered,1168,3
SH10729,Warehouse_MIA,Denver,OnTrac,13/10/2023,14/10/2023,28.8,54.72,Delivered,147,1
SH10730,Warehouse_NYC,Chicago,LaserShip,06/09/2023,09/09/2023,12.5,106.43,Delivered,790,3
SH10731,Warehouse_LA,Los Angeles,DHL,28/02/2023,02/03/2023,48.5,84.38,Delivered,159,2
SH10732,Warehouse_SF,Dallas,LaserShip,24/11/2023,03/12/2023,15,266.53,Delayed,1632,5
SH10733,Warehouse_DEN,Los Angeles,OnTrac,13/01/2023,15/01/2023,12,95.74,Delivered,607,2
SH10734,Warehouse_SF,Detroit,FedEx,07/11/2023,12/11/2023,39.9,138.47,Delivered,475,5
SH10735,Warehouse_BOS,Houston,FedEx,25/05/2023,29/05/2023,6.6,199.12,Delivered,1370,4
SH10736,Warehouse_DEN,Los Angeles,LaserShip,27/10/2023,02/11/2023,474.2,341.15,Delivered,2200,6
SH10737,Warehouse_ATL,Miami,USPS,12/07/2023,18/07/2023,15.1,236.63,In Transit,1795,6
SH10738,Warehouse_DEN,Phoenix,FedEx,24/02/2023,01/03/2023,32,340.57,Delivered,2208,5
SH10739,Warehouse_HOU,Boston,USPS,31/10/2023,02/11/2023,14.5,86.35,Delivered,585,2
SH10740,Warehouse_DEN,Phoenix,Amazon Logistics,18/12/2023,27/12/2023,9.2,141.68,Delayed,974,3
SH10741,Warehouse_LA,Atlanta,FedEx,29/06/2023,04/07/2023,32.2,247.76,Delivered,1610,5
SH10742,Warehouse_HOU,Denver,FedEx,27/10/2023,31/10/2023,27.1,165.65,Delivered,1030,4
SH10743,Warehouse_HOU,Boston,LaserShip,02/05/2023,11/05/2023,22.8,342.44,Delivered,2380,9
SH10744,Warehouse_HOU,Atlanta,FedEx,10/03/2023,12/03/2023,10.2,111.08,Delivered,800,2
SH10745,Warehouse_NYC,Miami,Amazon Logistics,10/08/2023,14/08/2023,30.8,255.81,Delivered,1692,4
SH10746,Warehouse_BOS,Miami,USPS,03/04/2023,05/04/2023,11.9,139.28,Delivered,1032,2
SH10747,Warehouse_ATL,Los Angeles,USPS,25/01/2023,27/01/2023,16.8,124.3,Delivered,1003,2
SH10748,Warehouse_SF,Phoenix,UPS,13/10/2023,15/10/2023,7.2,59.98,Delivered,367,2
SH10749,Warehouse_SEA,Miami,LaserShip,30/12/2023,06/01/2024,11.6,264.5,Delivered,1614,7
SH10750,Warehouse_LA,Portland,LaserShip,06/05/2023,11/05/2023,7.8,53.18,Delivered,402,5
SH10751,Warehouse_BOS,Phoenix,LaserShip,22/08/2023,02/09/2023,43.8,138.23,Delayed,691,3
SH10752,Warehouse_DEN,Miami,USPS,20/07/2023,22/07/2023,10.1,61.2,Delivered,469,2
SH10753,Warehouse_MIA,Detroit,USPS,22/08/2023,30/08/2023,24.7,280.23,Delivered,2030,8
SH10754,Warehouse_DEN,Minneapolis,FedEx,07/10/2023,10/10/2023,26.5,155.2,Delivered,810,3
SH10755,Warehouse_LA,San Francisco,LaserShip,06/12/2023,09/12/2023,6.2,111.44,Delivered,735,3
SH10756,Warehouse_DEN,Minneapolis,DHL,13/04/2023,15/04/2023,10,45.28,Delivered,236,2
SH10757,Warehouse_SEA,Phoenix,DHL,12/04/2023,17/04/2023,9.5,194.71,Delivered,1346,5
SH10759,Warehouse_SEA,Chicago,USPS,24/08/2023,28/08/2023,71,148.26,Delivered,706,4
SH10760,Warehouse_BOS,Miami,DHL,18/08/2023,26/08/2023,35.3,212.84,Delivered,1056,8
SH10761,Warehouse_DEN,Miami,DHL,07/07/2023,12/07/2023,18.1,229.06,Delivered,1660,5
SH10762,Warehouse_HOU,Los Angeles,UPS,04/11/2023,10/11/2023,10.3,332.84,Delivered,2174,6
SH10763,Warehouse_LA,Chicago,Amazon Logistics,19/04/2023,23/04/2023,72.9,236.99,Delivered,1270,4
SH10764,Warehouse_DEN,Portland,USPS,20/01/2023,25/01/2023,18.7,312.02,Delivered,2308,5
SH10765,Warehouse_BOS,Houston,LaserShip,14/01/2023,16/01/2023,39.6,90.47,Delivered,307,2
