Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X5,2018,Europe,Blue,Diesel,Automatic,1.8,163496,71489,7178,High
X3,2019,South America,Grey,Electric,Automatic,2.5,182617,103608,6258,Low
5 Series,2022,Europe,Silver,Hybrid,Automatic,1.8,104340,84036,9857,High
X1,2024,South America,Red,Electric,Manual,4.1,144746,103746,6262,Low
M5,2011,South America,White,Diesel,Manual,3.8,21549,76207,6955,Low
5 Series,2019,North America,Grey,Electric,Automatic,4.8,103235,51585,8985,High
i8,2011,Middle East,Silver,Hybrid,Automatic,2.8,20365,97117,6490,Low
X6,2023,Middle East,Black,Hybrid,Automatic,4.3,144809,90188,8118,High
X6,2022,North America,Grey,Petrol,Manual,3.6,88762,106827,3342,Low
M5,2014,Africa,Red,Petrol,Automatic,3.8,81098,62616,6172,Low
7 Series,2021,Middle East,White,Diesel,Automatic,3.4,62211,36787,8879,High
X1,2014,Asia,Silver,Electric,Manual,4.2,60321,77051,4382,Low
M3,2021,Middle East,White,Diesel,Manual,1.6,89082,100387,4801,Low
3 Series,2016,South America,Blue,Electric,Manual,1.8,52827,73011,988,Low
X5,2010,Middle East,Black,Petrol,Manual,1.8,181825,77982,684,Low
i3,2021,Middle East,White,Hybrid,Manual,2.5,182562,45242,7615,High
X6,2011,Europe,Grey,Diesel,Automatic,3.6,17159,38896,2930,Low
5 Series,2020,North America,Silver,Hybrid,Manual,3.8,21048,119593,4508,Low
3 Series,2020,Africa,Black,Electric,Automatic,4.0,47000,77920,2685,Low
5 Series,2015,Asia,Black,Hybrid,Manual,2.5,152574,80538,9344,High
X1,2011,South America,Grey,Petrol,Automatic,3.8,63382,65385,1422,Low
X5,2013,South America,Red,Electric,Manual,1.9,17059,114054,2604,Low
3 Series,2019,Europe,Red,Diesel,Automatic,1.5,53912,69870,7960,High
X3,2015,South America,White,Electric,Automatic,3.9,108432,31538,7356,High
X1,2022,South America,White,Petrol,Automatic,4.0,169713,117710,7074,High
i8,2021,Africa,Grey,Diesel,Manual,3.7,35391,48609,8550,High
M5,2016,Africa,White,Hybrid,Automatic,2.4,192365,109072,3197,Low
X3,2019,Europe,Red,Petrol,Automatic,4.7,17492,69706,8015,High
X3,2014,North America,White,Diesel,Automatic,4.6,21380,46358,9131,High
M3,2017,South America,Blue,Petrol,Manual,3.3,187031,66431,3182,Low
X6,2015,Africa,Black,Hybrid,Automatic,5.0,155593,110517,1261,Low
M3,2014,North America,White,Electric,Manual,2.5,138457,48057,7685,High
X1,2013,Middle East,Blue,Hybrid,Automatic,3.2,93231,95528,8936,High
i3,2015,Middle East,Red,Hybrid,Automatic,4.7,54004,32943,8128,High
i8,2015,Asia,Blue,Petrol,Automatic,3.1,160669,43289,5462,Low
X5,2015,Asia,Blue,Petrol,Manual,3.1,163622,108869,1063,Low
5 Series,2010,Middle East,Silver,Electric,Automatic,1.8,104948,44254,1237,Low
X1,2015,Europe,Silver,Electric,Automatic,2.2,54371,105592,5150,Low
X6,2010,Europe,Silver,Petrol,Automatic,2.1,146143,64215,5996,Low
X1,2014,Middle East,White,Hybrid,Automatic,3.5,90439,67422,737,Low
M5,2016,Asia,Grey,Electric,Automatic,2.6,109699,51714,6624,Low
3 Series,2010,Asia,White,Hybrid,Manual,1.8,177406,80483,572,Low
i8,2022,Europe,Red,Electric,Manual,3.3,195672,80646,4660,Low
5 Series,2010,Asia,Silver,Electric,Automatic,3.8,67760,79175,1938,Low
X1,2022,South America,White,Petrol,Automatic,4.1,156559,118004,8736,High
X3,2022,North America,Red,Petrol,Automatic,4.4,158742,44204,4511,Low
X3,2024,Middle East,Red,Electric,Manual,3.2,130766,87480,924,Low
i3,2015,Europe,White,Petrol,Manual,2.9,28786,89757,5210,Low
X5,2024,South America,Silver,Petrol,Manual,3.9,73597,67216,160,Low
M5,2016,Europe,Silver,Hybrid,Automatic,1.5,136054,56018,8668,High
7 Series,2015,Europe,Grey,Petrol,Automatic,3.7,136600,65968,5205,Low
i3,2014,Africa,Grey,Diesel,Manual,2.9,118697,59104,9913,High
X1,2015,Middle East,Grey,Diesel,Manual,3.1,62154,62167,3307,Low
X6,2022,South America,Red,Petrol,Manual,2.5,6699,99861,2208,Low
X1,2023,Middle East,Red,Hybrid,Automatic,1.9,15872,94475,5814,Low
M3,2012,South America,Black,Hybrid,Manual,2.9,150878,32365,1107,Low
7 Series,2018,South America,Grey,Electric,Automatic,2.6,174450,49658,9058,High
X3,2024,Europe,Black,Diesel,Manual,4.9,16661,112836,8266,High
M3,2014,Europe,Red,Hybrid,Automatic,4.8,174691,79030,6326,Low
3 Series,2011,Middle East,Red,Petrol,Manual,3.8,90500,71236,8887,High
7 Series,2023,Europe,Blue,Petrol,Automatic,4.7,7660,79158,8811,High
X3,2023,North America,Grey,Electric,Manual,4.1,97396,35685,8784,High
X3,2021,Asia,White,Petrol,Automatic,2.7,25490,99182,7205,High
7 Series,2019,Middle East,Red,Electric,Automatic,3.6,138607,87290,7029,High
X6,2019,South America,Blue,Petrol,Automatic,2.3,57660,76805,526,Low
3 Series,2016,South America,White,Diesel,Automatic,3.9,18773,49813,2739,Low
7 Series,2012,South America,Grey,Petrol,Automatic,1.7,138552,53699,892,Low
M3,2010,Asia,Silver,Petrol,Automatic,4.4,118622,41843,8281,High
3 Series,2012,North America,Red,Electric,Manual,3.5,152724,102037,5703,Low
X6,2018,North America,Silver,Diesel,Manual,1.7,12610,76761,4742,Low
X3,2014,South America,Silver,Hybrid,Automatic,4.6,154172,64075,3641,Low
X1,2016,Africa,Grey,Hybrid,Automatic,4.6,90442,32196,5720,Low
M3,2012,Asia,White,Hybrid,Automatic,4.5,137995,107707,333,Low
X3,2013,Africa,Red,Hybrid,Manual,4.2,68137,68240,8109,High
M5,2010,Middle East,Grey,Diesel,Automatic,3.9,639,86210,6873,Low
X5,2012,Asia,Grey,Electric,Automatic,2.9,7855,117168,5966,Low
M5,2016,North America,Black,Electric,Automatic,2.0,64084,115479,586,Low
X3,2013,Africa,Red,Diesel,Automatic,2.5,182470,35085,7574,High
X6,2024,South America,Black,Diesel,Manual,2.7,153310,35632,6212,Low
i8,2011,Europe,Red,Petrol,Manual,2.8,49070,100398,9643,High
X3,2023,South America,Silver,Petrol,Automatic,3.5,105443,115227,756,Low
3 Series,2014,Asia,Blue,Electric,Automatic,2.2,151338,99635,6054,Low
5 Series,2024,North America,Grey,Petrol,Automatic,2.2,51751,71066,5799,Low
X1,2014,North America,Grey,Hybrid,Automatic,4.0,61751,117951,8138,High
7 Series,2024,Asia,Red,Electric,Automatic,1.5,59901,91396,7151,High
7 Series,2011,Middle East,White,Petrol,Manual,2.0,4165,61656,1881,Low
X3,2024,North America,Grey,Diesel,Manual,3.0,21840,103249,9505,High
5 Series,2024,Europe,Silver,Diesel,Automatic,2.0,86148,77591,6537,Low
X6,2020,Africa,White,Electric,Manual,4.9,143181,46128,442,Low
X5,2015,North America,White,Petrol,Automatic,3.8,189755,115567,6386,Low
7 Series,2019,Asia,Red,Petrol,Automatic,3.0,48942,82371,6116,Low
X5,2013,Africa,Red,Petrol,Automatic,1.9,49663,56902,9744,High
3 Series,2023,Europe,Grey,Hybrid,Automatic,2.8,149579,35063,2718,Low
7 Series,2010,Middle East,Silver,Petrol,Manual,3.8,28000,59453,5964,Low
7 Series,2012,North America,White,Petrol,Automatic,4.9,4135,38486,7876,High
X5,2023,Asia,Black,Hybrid,Manual,3.2,142865,92920,9909,High
X3,2018,North America,Grey,Diesel,Manual,3.9,176202,118521,1506,Low
X5,2019,Europe,Red,Petrol,Manual,2.2,46808,55713,1949,Low
X5,2016,Africa,Silver,Diesel,Automatic,3.7,114418,65879,2228,Low
3 Series,2022,Africa,Black,Hybrid,Automatic,2.3,145148,109802,9266,High
5 Series,2015,Europe,Grey,Hybrid,Automatic,2.2,43459,60678,1025,Low
X1,2023,Asia,Grey,Diesel,Manual,3.3,176061,102574,4694,Low
i8,2010,Europe,Grey,Diesel,Automatic,2.2,14086,97874,7273,High
5 Series,2018,Europe,Grey,Hybrid,Manual,4.0,18897,70862,5630,Low
X3,2022,Middle East,Blue,Electric,Manual,4.8,187369,119232,8693,High
5 Series,2018,Asia,Black,Electric,Manual,2.9,54465,102857,4039,Low
3 Series,2010,South America,Blue,Petrol,Manual,2.6,50536,116971,2382,Low
5 Series,2023,Middle East,Grey,Electric,Manual,2.1,76963,89082,6563,Low
i3,2022,Europe,Grey,Hybrid,Manual,2.9,134202,48114,8932,High
X3,2022,Middle East,Blue,Petrol,Manual,3.5,40518,76969,1563,Low
i8,2024,South America,Silver,Electric,Manual,2.8,9624,76004,7365,High
5 Series,2015,Asia,White,Hybrid,Automatic,3.7,193974,80363,6954,Low
3 Series,2016,Europe,White,Petrol,Automatic,3.8,112660,72413,4598,Low
i3,2011,Asia,Black,Petrol,Manual,1.8,167344,87781,1893,Low
i3,2019,Asia,Red,Electric,Manual,3.9,54264,53396,2802,Low
7 Series,2017,South America,Grey,Hybrid,Automatic,4.7,178772,73228,4823,Low
M3,2017,South America,Blue,Electric,Automatic,1.6,176552,62409,3339,Low
X5,2015,Asia,Silver,Petrol,Automatic,3.4,19479,80978,3251,Low
M3,2018,Africa,White,Petrol,Automatic,3.6,197539,88871,6356,Low
X3,2012,Europe,Red,Diesel,Automatic,4.0,79105,48402,1758,Low
X3,2011,Asia,Red,Diesel,Automatic,2.9,49144,119762,5574,Low
X1,2011,Africa,Silver,Petrol,Automatic,4.4,136701,35596,164,Low
3 Series,2015,Middle East,Black,Diesel,Manual,3.4,130060,50612,5020,Low
i8,2016,South America,Red,Petrol,Automatic,2.9,83544,54370,2150,Low
X5,2015,North America,Blue,Electric,Manual,4.0,10758,100232,8897,High
7 Series,2020,North America,Red,Hybrid,Manual,4.7,26350,41679,6164,Low
X1,2012,Asia,Blue,Petrol,Automatic,4.3,149287,47957,9920,High
X3,2014,South America,Blue,Electric,Automatic,4.8,97850,70575,9250,High
i8,2017,Asia,Red,Petrol,Automatic,2.4,159673,83833,1786,Low
X3,2015,North America,Red,Diesel,Automatic,1.9,174986,79492,3688,Low
X3,2011,Africa,Black,Petrol,Automatic,3.4,61456,60151,7539,High
5 Series,2024,Asia,Grey,Hybrid,Automatic,1.7,128652,52055,4679,Low
X5,2016,Europe,Red,Hybrid,Automatic,3.9,108552,109301,2620,Low
M5,2017,Europe,Grey,Diesel,Manual,2.3,135133,117581,9230,High
3 Series,2013,North America,Blue,Diesel,Manual,3.1,125609,116508,267,Low
X5,2021,Europe,Black,Petrol,Automatic,3.8,7048,114018,3413,Low
i8,2010,South America,Grey,Electric,Automatic,3.2,129044,46491,6482,Low
M5,2011,Middle East,White,Hybrid,Automatic,2.3,72858,70087,9750,High
X3,2013,Africa,Blue,Diesel,Manual,4.6,173110,54583,7313,High
M5,2016,Africa,Grey,Diesel,Automatic,4.2,174114,76779,8347,High
i3,2011,Africa,Red,Diesel,Manual,3.6,38618,109262,2764,Low
M3,2015,Europe,Black,Diesel,Manual,3.9,181671,61020,1600,Low
X5,2011,South America,Black,Diesel,Manual,3.0,156760,111982,7352,High
X5,2021,Middle East,Red,Hybrid,Manual,2.8,46590,45720,3236,Low
X5,2016,South America,Silver,Hybrid,Automatic,2.1,53660,97555,4687,Low
3 Series,2011,North America,Red,Electric,Automatic,4.3,60548,44572,6645,Low
X6,2012,Asia,Black,Hybrid,Automatic,2.8,84923,68529,4609,Low
7 Series,2018,Middle East,Black,Hybrid,Manual,3.9,100069,111768,5665,Low
M5,2022,Europe,Silver,Electric,Automatic,2.5,29586,66629,6520,Low
7 Series,2024,South America,Silver,Petrol,Automatic,4.3,69538,114990,1836,Low
X6,2013,Europe,Black,Diesel,Automatic,1.9,169645,78479,4004,Low
X5,2023,South America,Grey,Hybrid,Automatic,3.7,188966,65896,3262,Low
7 Series,2014,Europe,Silver,Diesel,Manual,4.3,141736,71024,8276,High
X3,2018,Middle East,Grey,Petrol,Manual,3.8,132462,91614,7324,High
3 Series,2016,Africa,Silver,Petrol,Manual,3.9,131928,108169,1099,Low
5 Series,2017,Africa,Silver,Hybrid,Automatic,3.3,128273,71433,414,Low
X1,2024,North America,Silver,Electric,Automatic,3.5,75962,102936,5152,Low
X3,2020,South America,Grey,Electric,Automatic,1.7,86,77330,328,Low
7 Series,2012,Europe,Grey,Diesel,Automatic,2.4,133117,85404,7250,High
i3,2020,North America,Silver,Electric,Manual,4.0,68765,118002,8390,High
X5,2020,Middle East,Blue,Diesel,Automatic,4.8,57084,53663,3143,Low
7 Series,2013,Europe,Red,Hybrid,Automatic,3.4,148288,118664,7932,High
X3,2016,Middle East,Blue,Diesel,Manual,4.0,80040,55051,6337,Low
5 Series,2013,Asia,Blue,Electric,Automatic,3.9,89812,65484,2872,Low
M3,2011,Middle East,Grey,Electric,Automatic,5.0,157494,104154,6677,Low
i8,2023,Africa,Grey,Hybrid,Manual,4.3,170997,113042,2175,Low
i3,2019,Africa,Silver,Diesel,Automatic,3.7,54316,46496,9640,High
X1,2015,Middle East,Black,Diesel,Manual,1.9,35667,35561,9892,High
X1,2018,Asia,Black,Diesel,Automatic,2.8,3062,48895,8728,High
X6,2011,Asia,White,Petrol,Manual,2.4,70978,38158,4753,Low
i8,2010,North America,Blue,Electric,Manual,4.5,55292,39682,5298,Low
X5,2017,Africa,White,Diesel,Manual,3.1,40464,108698,845,Low
3 Series,2010,Africa,Grey,Hybrid,Automatic,3.4,88060,118045,2743,Low
X3,2010,South America,Blue,Diesel,Manual,4.9,97882,90271,9306,High
X1,2012,Asia,Silver,Diesel,Manual,4.4,27622,61413,3814,Low
i8,2014,Africa,Silver,Petrol,Manual,4.3,54473,63653,7629,High
X6,2022,Asia,Silver,Electric,Manual,2.0,94483,88320,5688,Low
3 Series,2021,North America,Blue,Hybrid,Manual,1.6,57494,69186,3509,Low
X6,2018,Asia,Blue,Electric,Manual,1.9,93924,74857,2198,Low
M5,2020,Africa,Grey,Electric,Manual,4.1,170432,47316,2487,Low
X3,2019,Africa,Red,Petrol,Manual,2.9,57717,70221,5366,Low
5 Series,2011,Middle East,Red,Petrol,Manual,1.9,179718,53889,2738,Low
5 Series,2021,North America,White,Diesel,Manual,4.1,36483,71756,4416,Low
3 Series,2021,Asia,Red,Diesel,Manual,2.2,24731,55833,2612,Low
i3,2010,South America,Silver,Electric,Automatic,3.6,112146,39560,4973,Low
i3,2010,North America,Silver,Petrol,Manual,4.1,147321,116216,7025,High
M5,2017,Africa,Silver,Diesel,Automatic,3.6,158706,94699,5215,Low
X6,2019,Asia,Grey,Hybrid,Manual,5.0,33305,71763,1072,Low
i3,2019,South America,White,Petrol,Automatic,3.0,186151,114021,6332,Low
i3,2019,Middle East,Blue,Petrol,Manual,2.6,182645,77264,468,Low
i3,2011,Middle East,White,Diesel,Automatic,2.2,173458,54387,9250,High
i3,2022,Asia,Red,Hybrid,Manual,3.3,197212,72801,4924,Low
M3,2018,North America,Blue,Electric,Manual,4.5,26618,45896,2454,Low
i3,2018,South America,White,Electric,Automatic,4.8,64752,68566,7710,High
5 Series,2011,South America,Red,Diesel,Automatic,4.9,10900,66360,8031,High
M5,2012,North America,Red,Petrol,Automatic,3.4,36356,53926,5079,Low
X1,2011,Africa,White,Petrol,Automatic,3.6,65936,111281,8308,High
7 Series,2015,Asia,Black,Electric,Manual,3.5,172965,78167,9684,High
M3,2024,North America,Blue,Hybrid,Automatic,3.1,23016,38600,1294,Low
3 Series,2016,Middle East,Silver,Diesel,Manual,2.0,82599,74709,7449,High
5 Series,2021,South America,Black,Petrol,Automatic,1.7,122630,113661,2836,Low
5 Series,2015,North America,Blue,Hybrid,Manual,3.0,61045,115970,1252,Low
X5,2012,Middle East,Red,Petrol,Automatic,2.2,129182,39776,2882,Low
M5,2021,Middle East,Black,Petrol,Manual,4.6,115553,52718,3565,Low
i3,2024,Asia,Black,Hybrid,Automatic,4.2,15037,107290,3689,Low
7 Series,2012,Asia,Grey,Hybrid,Manual,3.7,177144,63336,8878,High
5 Series,2021,South America,White,Petrol,Automatic,1.7,182725,82673,3711,Low
i3,2011,North America,Silver,Diesel,Manual,3.7,116254,32550,7565,High
i8,2011,North America,Silver,Petrol,Manual,3.7,156683,93561,7699,High
X3,2020,Asia,Grey,Electric,Automatic,3.0,134030,72626,8639,High
7 Series,2021,Asia,White,Diesel,Automatic,3.8,196349,107210,7287,High
X3,2014,North America,Grey,Diesel,Automatic,4.5,4992,47640,2354,Low
X1,2020,Africa,Grey,Electric,Automatic,4.2,35261,66637,1587,Low
i8,2020,North America,Blue,Petrol,Automatic,3.2,141529,99346,1838,Low
X6,2017,South America,Black,Diesel,Manual,2.4,91172,89007,5078,Low
X3,2015,Africa,Blue,Electric,Automatic,3.2,50949,45033,2326,Low
M5,2018,Africa,Silver,Diesel,Manual,4.8,116247,112970,7625,High
i3,2020,North America,White,Diesel,Manual,4.4,199615,39276,5068,Low
5 Series,2014,Middle East,Silver,Diesel,Automatic,1.6,141859,107695,496,Low
X1,2019,Asia,Black,Electric,Manual,4.2,58859,48514,2829,Low
3 Series,2013,Asia,Grey,Hybrid,Manual,2.1,7672,110185,3479,Low
7 Series,2018,South America,Grey,Diesel,Manual,3.5,49234,84005,143,Low
i8,2021,South America,Black,Diesel,Automatic,4.3,97591,113171,1743,Low
7 Series,2019,Middle East,Silver,Petrol,Manual,3.5,166737,70084,5285,Low
i3,2020,Middle East,Grey,Hybrid,Manual,2.9,184549,77370,2763,Low
i8,2023,Middle East,Silver,Electric,Automatic,2.6,70735,88191,594,Low
3 Series,2014,South America,Blue,Electric,Automatic,2.6,68618,73281,3995,Low
i3,2010,Europe,Black,Petrol,Automatic,4.4,105219,117312,1787,Low
7 Series,2014,Middle East,Grey,Electric,Automatic,4.4,126344,101035,7768,High
i3,2024,Africa,Grey,Hybrid,Automatic,4.4,158678,51389,8368,High
i8,2014,North America,Red,Diesel,Automatic,2.5,132169,82072,2821,Low
M3,2014,Europe,Silver,Petrol,Automatic,4.3,131692,41809,8272,High
i8,2022,Middle East,Grey,Hybrid,Manual,1.6,24035,111595,8831,High
X5,2011,South America,Red,Hybrid,Manual,2.2,158189,62743,9380,High
X3,2022,Middle East,White,Diesel,Manual,3.3,8358,31138,8041,High
X1,2015,North America,Blue,Petrol,Automatic,2.9,112450,52007,2142,Low
X3,2014,Europe,Blue,Electric,Manual,1.9,85843,34161,4397,Low
i8,2011,North America,Red,Electric,Manual,1.6,149584,100819,5969,Low
X6,2021,Middle East,White,Petrol,Manual,3.6,198765,104217,3176,Low
X3,2019,South America,Blue,Hybrid,Automatic,2.6,57774,75979,316,Low
X1,2024,South America,Blue,Electric,Automatic,1.6,198683,36411,559,Low
M5,2024,Middle East,Red,Hybrid,Manual,3.0,4992,118041,1243,Low
M5,2023,Europe,Silver,Diesel,Automatic,2.6,169507,108418,7884,High
i8,2017,Middle East,Blue,Electric,Automatic,3.5,36824,70648,6428,Low
M3,2015,Europe,White,Petrol,Manual,4.8,68960,53644,2703,Low
M3,2020,North America,Red,Hybrid,Manual,2.6,84529,115995,7621,High
5 Series,2019,Asia,Silver,Petrol,Manual,5.0,185684,32009,4159,Low
3 Series,2021,North America,Black,Diesel,Manual,1.8,152285,69003,9471,High
7 Series,2020,Africa,Silver,Diesel,Automatic,1.8,142463,67939,2393,Low
i3,2012,Africa,Silver,Diesel,Manual,4.0,130687,50724,6890,Low
X5,2018,Middle East,Red,Petrol,Automatic,4.1,148145,70325,452,Low
M3,2022,Africa,Grey,Petrol,Manual,3.0,7318,63186,4555,Low
i8,2020,Asia,Grey,Petrol,Automatic,2.5,139956,92316,9566,High
X1,2020,Africa,Red,Electric,Automatic,4.3,57042,117080,5017,Low
i3,2023,Middle East,Blue,Hybrid,Automatic,4.8,34441,104211,3717,Low
i3,2013,Asia,Blue,Electric,Automatic,5.0,29455,87948,8327,High
X1,2012,Asia,Grey,Petrol,Automatic,3.7,95948,88221,3174,Low
3 Series,2016,South America,Black,Hybrid,Automatic,4.1,170409,111565,412,Low
X6,2021,Middle East,Black,Diesel,Automatic,4.4,50265,68733,3737,Low
X1,2022,North America,White,Electric,Automatic,4.3,59652,115525,2411,Low
X1,2024,Africa,Grey,Electric,Automatic,5.0,14045,68299,6642,Low
X3,2023,Africa,White,Electric,Manual,4.3,148900,53886,7378,High
X5,2017,Asia,White,Electric,Manual,3.8,21077,80949,4044,Low
X3,2016,South America,Grey,Diesel,Manual,2.8,188850,107095,9363,High
5 Series,2010,North America,Silver,Diesel,Automatic,3.6,80337,95146,5194,Low
3 Series,2010,North America,Grey,Petrol,Manual,4.6,57692,60889,705,Low
7 Series,2022,Asia,Black,Petrol,Manual,2.6,1795,100251,2067,Low
X1,2014,South America,Silver,Hybrid,Manual,1.6,1306,38423,4961,Low
i8,2024,Africa,Blue,Electric,Manual,2.6,42806,103402,7918,High
i8,2023,Africa,Red,Electric,Automatic,4.9,13803,63914,5121,Low
X6,2017,Europe,White,Electric,Manual,4.3,45830,76043,1191,Low
M3,2023,South America,Black,Petrol,Manual,2.2,117948,80229,697,Low
X5,2019,Asia,Silver,Petrol,Automatic,1.5,137283,51959,4069,Low
5 Series,2020,Africa,Silver,Hybrid,Automatic,3.8,6169,72774,6825,Low
X5,2012,Asia,Grey,Petrol,Manual,3.5,155724,31444,6752,Low
X3,2017,South America,Grey,Electric,Automatic,1.8,137418,116956,6997,Low
X6,2012,North America,Grey,Electric,Manual,4.9,25894,47687,1347,Low
3 Series,2013,Europe,White,Petrol,Automatic,3.7,100385,66053,5830,Low
X1,2019,Europe,Red,Petrol,Manual,3.8,8826,64816,3316,Low
M3,2016,South America,White,Diesel,Automatic,4.5,125859,107932,3823,Low
M5,2012,Africa,Blue,Petrol,Automatic,2.7,42984,81155,3748,Low
M5,2013,South America,Blue,Hybrid,Manual,3.5,8168,94656,7323,High
X6,2017,Africa,Grey,Petrol,Automatic,3.5,116929,81401,9567,High
5 Series,2013,Africa,Grey,Hybrid,Automatic,4.9,111832,110629,9485,High
X1,2018,Africa,Blue,Petrol,Automatic,2.0,96607,50816,1418,Low
X5,2013,Africa,Black,Petrol,Manual,4.2,60352,70055,4011,Low
i8,2022,North America,Black,Hybrid,Manual,3.5,64901,100570,9410,High
7 Series,2023,Africa,Silver,Diesel,Automatic,4.5,149388,51713,873,Low
7 Series,2013,South America,White,Petrol,Automatic,4.4,16016,57762,973,Low
i8,2022,North America,Red,Hybrid,Automatic,1.5,24869,57212,8437,High
5 Series,2014,Europe,Red,Diesel,Manual,2.4,13653,44023,8236,High
i8,2010,Middle East,Silver,Diesel,Manual,2.1,193832,116780,2833,Low
3 Series,2016,Europe,Blue,Electric,Automatic,3.1,110022,82066,6895,Low
M3,2018,Europe,Black,Diesel,Manual,4.7,66305,39467,3313,Low
3 Series,2021,North America,Silver,Petrol,Automatic,1.5,150400,110978,4441,Low
7 Series,2018,Asia,Silver,Diesel,Automatic,3.2,106514,75880,951,Low
M3,2010,North America,Red,Electric,Manual,4.6,178209,34793,4633,Low
7 Series,2024,Africa,Blue,Diesel,Manual,4.7,20188,99048,9364,High
3 Series,2015,Africa,Grey,Diesel,Manual,3.8,144583,44657,8194,High
3 Series,2012,Africa,Black,Petrol,Manual,4.4,80345,39541,947,Low
i8,2013,Africa,Grey,Electric,Manual,2.6,174858,56402,1259,Low
X3,2017,Europe,White,Electric,Manual,2.5,114377,104689,411,Low
X1,2024,South America,Red,Petrol,Manual,1.7,100675,116087,3606,Low
3 Series,2013,Europe,Black,Hybrid,Manual,3.3,82866,88339,4268,Low
X1,2017,Europe,Black,Electric,Automatic,3.1,27361,77846,4674,Low
i8,2013,Middle East,Black,Petrol,Manual,2.8,164528,103065,7133,High
3 Series,2018,Asia,Grey,Electric,Automatic,1.9,60822,83204,7288,High
X3,2015,Europe,Red,Petrol,Automatic,2.3,183937,99464,3982,Low
3 Series,2010,South America,Silver,Petrol,Manual,2.2,134368,106513,9155,High
3 Series,2022,North America,Blue,Petrol,Manual,4.8,97939,68366,5900,Low
i8,2019,South America,Silver,Hybrid,Manual,4.9,2124,83712,9074,High
X3,2011,South America,Red,Petrol,Automatic,1.5,138178,99695,3566,Low
i8,2016,Asia,Blue,Electric,Automatic,2.1,64145,91306,7901,High
7 Series,2019,North America,Blue,Hybrid,Manual,4.6,101829,79105,8118,High
i8,2016,South America,Black,Electric,Automatic,1.6,140557,46301,5876,Low
i8,2012,Europe,White,Electric,Automatic,4.8,113475,55522,3882,Low
M3,2010,South America,Black,Electric,Manual,2.8,41598,31359,2275,Low
X1,2017,North America,Silver,Electric,Automatic,3.4,144473,61363,9058,High
3 Series,2022,Middle East,Red,Hybrid,Automatic,4.2,99403,33893,9600,High
M3,2022,Africa,Grey,Electric,Automatic,2.4,79036,117603,3021,Low
3 Series,2019,South America,Blue,Hybrid,Manual,1.9,97445,109859,3713,Low
X5,2023,Europe,Silver,Electric,Automatic,4.3,154995,54163,9065,High
i3,2020,Europe,White,Petrol,Manual,4.9,68571,71506,7314,High
X1,2024,South America,Blue,Electric,Manual,3.8,159656,88476,7026,High
X1,2020,Africa,Black,Diesel,Automatic,4.4,143077,79290,5857,Low
5 Series,2019,North America,Silver,Petrol,Automatic,4.8,109304,57258,9897,High
5 Series,2024,South America,White,Hybrid,Manual,2.3,190699,47681,3830,Low
M5,2016,Middle East,Red,Electric,Automatic,2.7,53123,87669,8249,High
X1,2019,Middle East,Silver,Electric,Automatic,2.3,83783,106021,5864,Low
5 Series,2017,Asia,Grey,Petrol,Manual,1.7,47275,70107,1875,Low
M3,2010,South America,Blue,Petrol,Manual,4.1,132190,96264,6419,Low
i8,2023,Middle East,Grey,Diesel,Manual,2.0,68831,45402,9330,High
7 Series,2012,South America,Grey,Diesel,Manual,1.8,5891,107898,6722,Low
X6,2022,North America,Black,Hybrid,Manual,2.8,150043,47186,2960,Low
X3,2011,Middle East,Silver,Hybrid,Manual,1.7,107654,81806,4359,Low
i3,2010,North America,Grey,Electric,Manual,2.1,19080,64653,179,Low
X1,2014,South America,Grey,Diesel,Manual,1.7,123700,40452,9618,High
i8,2012,North America,White,Electric,Automatic,4.6,55520,84320,7933,High
X5,2019,Asia,Blue,Hybrid,Automatic,4.2,155539,106610,1699,Low
i3,2024,Africa,Blue,Diesel,Manual,4.5,176146,71684,4867,Low
X6,2017,Asia,Blue,Hybrid,Automatic,4.5,83599,33081,2726,Low
7 Series,2015,Middle East,Silver,Petrol,Manual,4.8,22658,54251,6412,Low
3 Series,2019,Asia,Blue,Petrol,Automatic,2.2,90885,102929,9980,High
7 Series,2023,North America,Black,Hybrid,Manual,4.7,133221,32626,4775,Low
X5,2018,Middle East,White,Diesel,Manual,3.3,145884,49735,3168,Low
X3,2018,South America,Black,Diesel,Manual,2.1,123761,43519,5163,Low
X1,2020,Europe,Grey,Petrol,Automatic,3.8,34101,45630,2314,Low
7 Series,2015,South America,White,Petrol,Manual,2.6,60513,38530,5187,Low
i8,2011,Asia,Grey,Hybrid,Automatic,1.7,56781,98974,1976,Low
M3,2018,Asia,Silver,Diesel,Manual,1.8,103705,112971,6439,Low
X3,2011,Middle East,Silver,Electric,Manual,3.0,164897,77211,5215,Low
X5,2012,Europe,Red,Electric,Manual,4.4,132983,106613,7603,High
X1,2015,Middle East,Silver,Electric,Automatic,2.6,72374,41382,3035,Low
M5,2011,Asia,Black,Electric,Automatic,4.2,190880,34096,8417,High
5 Series,2014,Europe,Silver,Hybrid,Automatic,1.7,79675,48789,1438,Low
7 Series,2011,Africa,Blue,Diesel,Manual,2.9,97224,61123,5544,Low
5 Series,2021,Middle East,Grey,Electric,Automatic,1.9,181542,81995,7733,High
3 Series,2013,Middle East,Blue,Diesel,Automatic,4.5,190463,48433,1752,Low
