bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,
19512,Schopenhauer: A Very Short Introduction,Christopher Janaway,3.81,192802593,9.78019E+12,eng,137,346,26,2/21/2002,Oxford University Press,
19528,The Mandarins,Simone de Beauvoir/Leonard M. Friedman,4.14,7203942,9.78001E+12,eng,752,3250,194,5/3/2005,Harper Perennial,
19531,Les Mandarins: Tome 2,Simone de Beauvoir,4.2,2070367703,9.78207E+12,fre,500,98,10,6/9/1972,Folio,
19532,Die Mandarins von Paris,Simone de Beauvoir,4.14,3499107619,9.7835E+12,ger,1040,61,5,1/1/2000,Rowohlt Tb.,
19534,The Brothers K,David James Duncan,4.38,055337849X,9.78055E+12,eng,645,12703,1665,6/1/1996,Dial Press Trade Paperback,
19542,Where the Wild Things Are,Maurice Sendak,4.22,60254920,9.78006E+12,eng,40,8704,483,12/26/2012,HarperCollins,
19546,野獸國 (漢聲精選世界最佳兒童圖畫書．心理成長類  #36),Maurice Sendak,4.22,9575881044,9.78958E+12,zho,36,27,4,3/1/1987,英文漢聲出版股份有限公司,
19552,Essentials of Classic Italian Cooking,Marcella Hazan/Karin Kretschmann,4.16,039458404X,9.78039E+12,eng,704,15222,163,10/27/1992,Knopf Publishing Group,
19560,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,Luigi Barzini/Joan Emerson,3.83,684825007,9.78068E+12,eng,352,578,41,7/3/1996,Touchstone,
19563,Peking to Paris,Luigi  Barzini/L.P. De Castelvecchio,3.79,912050268,9.78091E+12,eng,308,25,0,12/1/1973,Open Court Publishing Company,
19564,The Lost Lunar Baedeker: Poems of Mina Loy,Mina Loy/Roger L. Conover,4.17,374525072,9.78037E+12,eng,256,1469,63,4/8/1997,Farrar  Straus and Giroux,
19571,Paris Was Yesterday  1925-1939,Janet Flanner/Irving Drutman,3.85,156709902,9.78016E+12,eng,264,257,33,4/18/1988,Mariner Books,
19578,Lost Boy Lost Girl,Peter Straub,3.48,449149919,9.78045E+12,eng,368,4017,296,9/28/2004,Ballantine Books,
19580,Shadowland,Peter Straub,3.91,425188221,9.78043E+12,eng,468,10293,253,3/4/2003,Berkley,
19581,Ghost Story,Peter Straub,3.95,671685635,9.78067E+12,eng,567,61330,1520,9/1/1989,Pocket Books / Simon & Schuster  Inc.,
19587,Territoires (Le talisman des territoires  #2),Stephen King/Peter Straub/Bernard Cohen,4.01,2221093836,9.78222E+12,fre,556,18,1,10/21/2002,Laffont,
19593,Floating Dragon,Peter Straub,3.84,425189643,9.78043E+12,eng,595,10727,140,8/5/2003,Berkley,
19595,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,159448192X,9.78159E+12,en-US,328,1597,157,2/7/2006,Riverhead Books,
19596,Color: A Natural History of the Palette,Victoria Finlay,3.78,812971426,9.78081E+12,en-US,464,61033,558,12/30/2003,Random House Trade Paperbacks,
19599,Vincent's Colors,Vincent van Gogh/Metropolitan Museum of Art/William Lach,4.16,811850994,9.78081E+12,eng,48,329,49,9/29/2005,Chronicle Books,
19605,Flinx's Folly (Pip & Flinx #9),Alan Dean Foster,3.94,345450396,9.78035E+12,eng,288,1755,21,9/28/2004,Del Rey,
19608,The Doctor's House,Ann Beattie,2.96,743235010,9.78074E+12,eng,288,164,23,2/11/2003,Scribner,
19610,Chilly Scenes of Winter,Ann Beattie,3.91,679732349,9.78068E+12,en-GB,288,1045,100,1/2/1991,Vintage,
19613,What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,3.72,783554567,9.78078E+12,eng,144,59,7,5/24/1999,Time Life Medical,
19614,What Life Was Like In the Age of Chivalry: Medieval Europe  AD 800-1500 (What Life Was Like),Denise Dersin,3.77,783554516,9.78078E+12,eng,168,126,12,5/24/1999,Time Life Medical,
19615,What Life Was Like on the Banks of the Nile: Egypt  3050-30 BC,Denise Dersin,4,809493780,9.78081E+12,eng,192,199,17,5/24/1999,Time Life Books,
19617,What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),Richard Stapleford/Time-Life Books,4,783554613,9.78078E+12,eng,168,41,3,9/1/1999,Time Life Medical,
19618,What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like),Robin Chapman Stacey,3.64,783554559,9.78078E+12,eng,144,123,13,5/24/1999,Time Life Medical,
19619,What Life Was Like Amid Splendor and Intrigue: Byzantine Empire  AD 330-1453,Ellen Anker/Denise Dersin,3.68,783554575,9.78078E+12,eng,144,49,2,5/24/1999,Time Life Medical,
19620,What Life Was Like in the Time of War and Peace: Imperial Russia  AD 1696-1917 (What Life Was Like),Time-Life Books,3.75,783554591,9.78078E+12,eng,144,47,7,9/1/1999,Time Life Medical,
19621,What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,Time-Life Books,3.66,783554605,34406054602,eng,168,44,4,9/1/1999,Time Life Medical,
19631,Birds of America,Lorrie Moore,4.11,312241224,9.78031E+12,eng,291,12321,951,9/23/1999,Picador USA,
19633,Self-Help,Lorrie Moore,4.2,571145345,9.78057E+12,eng,176,78,9,1/10/1998,Faber & Faber,
19634,Who Will Run the Frog Hospital?,Lorrie Moore,3.79,1400033829,9.7814E+12,eng,160,6419,628,4/13/2004,Vintage,
19661,Family Matters,Rohinton Mistry,4.02,037570342X,9.78038E+12,eng,500,19200,785,11/18/2003,Vintage,
19662,Tales from Firozsha Baag [Jan 01  2002] Mistry  Rohinton,Rohinton Mistry,3.94,571218857,9.78057E+12,eng,250,83,17,1/1/2002,Faber and Faber & Penguin India,
19668,Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,4.18,425143325,9.78043E+12,eng,750,53936,1004,8/1/1994,Berkley Books,
19669,Clave Red Rabbit (Jack Ryan  #2),Tom Clancy/Enric Tremps,3.67,8408065068,9.78841E+12,spa,720,8,0,2/1/2006,Planeta Publishing,
19670,Debt of Honor (Jack Ryan  #7),Tom Clancy,4.05,425147584,9.78043E+12,eng,990,39521,469,8/1/1995,Berkley Books,
19671,The Archimedes Effect (Tom Clancy's Net Force  #10),Steve Perry/Larry Segriff/Tom Clancy/Steve Pieczenik,3.98,425204243,9.78043E+12,eng,336,1276,12,2/7/2006,Berkley,
19672,Hidden Agendas (Tom Clancy's Net Force  #2),Steve Perry/Tom Clancy/Steve Pieczenik,3.76,425171396,9.78043E+12,eng,366,4138,39,10/28/1999,Berkley,
19673,Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour),Tom Clancy,3.83,425154548,9.78043E+12,eng,336,646,11,11/1/1996,Berkley,
19674,The Teeth of the Tiger (Jack Ryan Universe  #12),Tom Clancy,3.64,141004924,9.78014E+12,eng,625,18128,467,8/26/2004,Penguin Books Ltd.,
19675,Executive Orders (Jack Ryan  #8),Tom Clancy,4.06,6479758,9.78001E+12,eng,1273,39577,436,1/1/1998,HarperCollins,
19676,State of War (Tom Clancy's Net Force  #7),Steve Perry/Tom Clancy/Steve Pieczenik/Larry Segriff,3.86,425188132,9.78043E+12,eng,384,1329,24,3/4/2003,Berkley,
19677,Every Man a Tiger: The Gulf War Air Campaign (Commanders),Tom Clancy/Chuck Horner,3.75,425207366,9.78043E+12,eng,640,14,2,12/6/2005,Berkley Books,
19679,Wild Card (Tom Clancy's Power Plays  #8),Jerome Preisler/Tom Clancy/Martin Greenberg,3.96,425199118,9.78043E+12,eng,352,835,13,11/2/2004,Berkley,
19681,Carrier: A Guided Tour of an Aircraft Carrier (Guided Tour),Tom Clancy/Leon A. Edney,3.82,425166821,9.78043E+12,eng,368,583,11,2/1/1999,Berkley,
19682,Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers/Russell Davis/Tom Clancy/Steve Pieczenik,4,425183033,9.78043E+12,eng,208,58,0,3/4/2003,Berkley,
19683,Cybernation (Tom Clancy's Net Force  #6),Steve Perry/Tom Clancy/Steve Pieczenik,3.76,425182673,9.78043E+12,eng,368,1789,19,11/1/2001,Berkley,
19684,Virtual Vandals (Tom Clancy's Net Force Explorers  #1),Diane Duane/Tom Clancy/Steve Pieczenik,4.01,425161730,9.78043E+12,eng,192,3414,16,2/1/1999,Berkley,
19685,Cutting Edge (Tom Clancy's Power Plays  #6),Jerome Preisler/Tom Clancy/Martin Greenberg,3.86,425187055,9.78043E+12,eng,432,1218,11,11/5/2002,Berkley,
19686,Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.91,425186709,9.78043E+12,eng,432,1557,25,6/4/2002,Berkley Books,
19687,The Bear and the Dragon (John Clark  #3),Tom Clancy,3.82,425180964,9.78043E+12,eng,1137,21401,382,8/1/2001,Berkley Books,
19688,Breaking Point (Tom Clancy's Net Force  #4),Steve Perry/Tom Clancy/Steve Pieczenik,3.7,425176932,9.78043E+12,eng,368,8119,32,10/1/2000,Berkley,
19689,Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,3.77,425157709,9.78043E+12,eng,326,448,5,11/1/1997,Berkley,
19707,Red Rabbit (Jack Ryan  #2),Tom Clancy,3.67,399148701,9.7804E+12,eng,640,23018,514,8/26/2002,G.P. Putnam's Sons,
19712,John Deere Farm Tractors: A History of the John Deere Tractor,Randy Leffingwell,4.22,879387556,9.78088E+12,eng,192,22,1,9/1/1993,Motorbooks International,
19764,Corvette: Fifty Years,Randy Leffingwell/David Newhardt,4.06,760320063,9.78076E+12,eng,384,15,1,10/23/2004,Motorbooks,
19768,Tough to Tackle,Matt Christopher/Harvey Kidder,3.87,316140589,9.78032E+12,eng,139,389,24,9/30/1987,Little  Brown Books for Young Readers,
19780,Complete Guide to OneNote,W. Frederick Zimmerman/Chris Pratley,4.25,1590592166,9.78159E+12,eng,412,4,0,11/17/2003,Apress,
19786,The Goon Show  Volume 4: My Knees Have Fallen Off!,NOT A BOOK,5,563388692,9.78056E+12,eng,2,3,0,4/1/1996,BBC Physical Audio,
19787,The Goon Show: Moriarty Where Are You?,NOT A BOOK,4.43,563388544,9.78056E+12,eng,2,0,0,3/30/2005,BBC Physical Audio,
19788,The Goon Show  Volume 11: He's Fallen in the Water!,NOT A BOOK,5,563388323,9.78056E+12,eng,2,2,0,10/2/1995,BBC Physical Audio,
19792,Power: Die 48 Gesetze Der Macht,Robert Greene/Birgit Brandau/Hartmut Schickert,4.18,3423362480,9.78342E+12,ger,536,39,4,10/1/2001,Deutscher Taschenbuch Verlag,
19794,The Echo Maker,Richard Powers,3.38,374146357,9.78037E+12,eng,451,7087,1119,10/17/2006,Farrar Straus Giroux,
19795,Power vs. Force,David R. Hawkins,4.2,1561709336,9.78156E+12,en-US,341,7167,376,3/5/2002,Hay House,
19797,The Power of Art,Simon Schama,3.88,61176109,9.78006E+12,en-US,448,15804,96,11/10/2006,Ecco,
19801,Goodbye  Darkness: A Memoir of the Pacific War,William Manchester,4.18,316501115,9.78032E+12,eng,401,4936,174,4/12/2002,Back Bay Books,
19802,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,3.85,316545562,9.78032E+12,eng,322,9807,745,6/1/1993,Back Bay Books,
19803,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,4.48,316545120,9.78032E+12,eng,756,240,27,10/28/1988,Little  Brown & Company,
19807,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,4.43,553345893,9.78055E+12,eng,1397,1429,115,7/1/1984,Little  Brown & Company (Boston/Toronto),
19808,The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,William Manchester,4.42,316545031,9.78032E+12,en-US,992,335,38,5/30/1983,Little  Brown & Company,
19809,The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,4.42,385313489,9.78039E+12,eng,992,9659,467,4/1/1984,Delta,
19818,Moon-Flash (Kyreol  #1-2),Patricia A. McKillip,3.74,142403016,9.78014E+12,eng,304,348,13,3/17/2005,Firebird,
19819,Harrowing the Dragon,Patricia A. McKillip,3.94,441014437,9.78044E+12,eng,308,1602,86,11/7/2006,Ace Books,
19820,Cygnet (Cygnet  #1-2),Patricia A. McKillip,4.07,441014836,9.78044E+12,en-US,406,543,35,3/6/2007,Ace Books,
19822,Solstice Wood (Winter Rose  #2),Patricia A. McKillip,3.76,441014658,9.78044E+12,eng,278,1715,141,1/2/2007,Ace Books,
19823,Od Magic,Patricia A. McKillip,3.98,441013341,9.78044E+12,eng,315,3140,265,6/6/2006,Ace Books,
19844,25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,John C. Maxwell/Les Parrott III,4.11,785260943,9.78079E+12,eng,208,1710,114,6/5/2005,HarperCollins Leadership,
19847,Winning with People Workbook,John C. Maxwell,4.22,785260900,9.78079E+12,eng,256,8,1,9/10/2005,HarperCollins Leadership,
19858,Thornhold (The Harpers  #16; Songs & Swords  #4),Elaine Cunningham,3.67,078691808X,9.78079E+12,eng,384,1023,9,12/27/2011,Wizards of the Coast,
19859,The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),Elaine Cunningham,3.98,786942886,9.78079E+12,en-GB,345,164,6,5/8/2007,Wizards of the Coast,
19885,Changeling Storytellers Guide,Mark  Hunter/Ian Lemke,3.36,1565047087,9.78157E+12,eng,139,28,0,8/1/1998,White Wolf Games Studio,
19888,The Blood Wood (Earthdawn 6113),FASA Corporation/Ian Lemke/Louis J. Prosperi,3.71,1555603130,9.78156E+12,eng,152,31,1,6/1/1997,FASA Corporation,
19894,Basin and Range,John McPhee,4.19,374516901,9.78037E+12,eng,240,2781,178,4/1/1982,Farrar  Straus and Giroux,
19897,The Deltoid Pumpkin Seed,John McPhee,3.95,374516359,9.78037E+12,eng,192,380,18,9/1/1992,Farrar  Straus and Giroux,
19898,Assembling California,John McPhee,4.17,374523932,9.78037E+12,eng,294,1595,120,2/1/1994,Farrar  Straus and Giroux,
19903,Qué Se Puede Esperar Cuando Se Está Esperando,Heidi Murkoff/Arlene Eisenberg,3.77,076113686X,9.78076E+12,spa,624,27,2,1/31/2006,Workman Publishing Company,
19908,Master of Swords (Mageverse #4),Angela Knight,4.2,425209210,9.78043E+12,eng,294,2801,45,10/3/2006,Berkley Sensation,
19909,Master of the Night (Mageverse #1),Angela Knight,3.88,425198804,9.78043E+12,eng,296,4637,125,10/5/2004,Berkley Sensation,
19910,Master of Wolves (Mageverse  #3),Angela Knight,4.17,425207439,9.78043E+12,eng,294,3798,56,4/4/2006,Berkley,
19911,Captive Dreams,Angela Knight/Diane Whiteside,3.91,425207757,9.78043E+12,en-US,336,1354,60,9/5/2006,Berkley Trade,
19912,Master of Dragons (Mageverse #5),Angela Knight,4.22,425214249,9.78043E+12,eng,293,3190,56,6/5/2007,Berkley Sensation,
19913,Master of the Moon (Mageverse #2),Angela Knight,4.14,425203573,9.78043E+12,eng,336,2882,56,5/3/2005,Berkley Sensation,
19914,Jane's Warlord (Warlord #1),Angela Knight,3.97,425196844,9.78043E+12,eng,320,2552,94,6/1/2004,Berkley Sensation,
19916,Over The Moon (Mageverse #3.5),Angela Knight/MaryJanice Davidson/Virginia Kantra/Sunny,3.9,425213439,9.78043E+12,eng,330,3681,92,1/2/2007,Berkley Sensation,
19949,Mr. and Mistress (Dynasties: The Elliotts #5),Heidi Betts,3.37,373767234,9.78037E+12,eng,185,191,16,5/9/2006,Silhouette,
19961,Artesia Volume 1,Mark Smylie,3.98,193238622X,9.78193E+12,eng,192,242,24,9/20/2011,Archaia,
19981,Law of Enclosures,Dale Peck,3.65,067100347X,9.78067E+12,eng,320,72,2,2/1/1997,Washington Square Press,
19983,The Drift House: The First Voyage,Dale Peck,3.65,159990005X,9.7816E+12,eng,437,618,69,11/1/2006,Bloomsbury Publishing PLC,
19997,Through a Brazen Mirror,Delia Sherman/Cortney Skinner/Ellen Kushner,3.37,1885865244,9.78189E+12,eng,100,116,12,2/25/2015,Circlet Press,
19998,The Porcelain Dove,Delia Sherman,3.41,452272262,9.78045E+12,eng,416,206,28,7/1/1994,Plume,
20001,Interfictions: An Anthology of Interstitial Writing,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,3.77,1931520240,9.78193E+12,eng,291,229,20,4/1/2007,Small Beer Press,
20002,The Fall of the Kings (Riverside  #3),Ellen Kushner/Delia Sherman,3.65,553585940,9.78055E+12,eng,510,1869,128,9/30/2003,Bantam,
20019,Killing Time,Cynthia Harrod-Eagles,3.98,380732025,9.78038E+12,en-US,280,12,1,2/1/1999,Avon Books,
20021,The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,4.32,751506478,9.78075E+12,eng,474,305,8,9/1/1987,Little  Brown Book Group,
20022,The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,4.25,075150646X,9.78075E+12,eng,428,318,7,2/1/1986,Little  Brown Book Group,
20023,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.27,751533459,9.78075E+12,eng,480,195,8,11/1/2006,Little  Brown Book Group,
20024,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,4.27,751506451,9.78075E+12,eng,413,330,11,2/1/1985,Little  Brown Book Group,
20025,The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,4.18,751506419,9.78075E+12,eng,403,460,20,5/1/2001,Little  Brown Book Group,
20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.28,751506486,9.78075E+12,eng,512,261,6,8/1/1988,Little  Brown Book Group,
20051,The Nature of the Child,Jerome Kagan,3.42,465048528,9.78047E+12,eng,352,12,1,5/13/1994,Basic Books,
20059,Confessions of a Pagan Nun,Kate Horsley,3.87,1570629137,9.78157E+12,eng,191,1768,266,9/10/2002,Shambhala,
20071,Westminster Abby,Micol Ostow,3.41,142404136,9.78014E+12,eng,192,1169,83,5/5/2005,Speak,
20074,Changelings,Anne McCaffrey/Elizabeth Ann Scarborough,3.77,345470036,9.78035E+12,en-US,320,1818,60,12/26/2006,Del Rey,
20075,Dragon's Fire (Pern  #19),Anne McCaffrey/Todd McCaffrey,3.98,345480287,9.78035E+12,eng,366,7923,171,8/1/2006,Del Rey Books,
20076,Maelstrom,Anne McCaffrey/Elizabeth Ann Scarborough,3.88,345470044,9.78035E+12,eng,237,1088,37,1/31/2007,Del Rey Books,
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,3.73,590519344,9.78059E+12,eng,131,2319,63,10/1/1999,Scholastic Inc.,
20097,The Sea,John Banville/John      Lee,3.51,739333771,9.78074E+12,eng,0,42,12,8/15/2006,Random House Audio,
20117,Joy Within,Joan Goldstein/Manuela Soares,4.38,671763792,9.78067E+12,en-US,144,8,3,11/15/1990,Simon  Schuster,
20118,Butch/Femme,Manuela Soares/Judy Grahn/Nisa Donnelly,3.62,517702223,9.78052E+12,eng,64,13,1,4/4/1996,Crown Publishing Group (NY),
20126,Expository Writing: Mini-Lessons * Strategies * Activities,Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci,4.33,590103873,9.78059E+12,eng,88,3,0,4/1/1998,Teaching Resources,
20127,Persuasive Writing: Mini-Lessons  Strategies  Activities,Tara MacCarthy/Drew Hires,3.2,590209345,9.78059E+12,eng,64,5,1,8/1/1998,Scholastic,
20157,McDougal Littell Science: Student Edition Grade 6 Earth Science 2006,McDougal Littell/Douglas W. Carnine,2,618615385,9.78062E+12,eng,972,3,0,4/12/2005,McDougal Littel,
20164,Daisy Bates: Civil Rights Crusader from Arkansas,Grif Stockley,3.55,1578068010,9.78158E+12,eng,340,11,3,10/18/2005,University Press of Mississippi,
20174,The Loftier Way: Tales from the Ancient American Frontier,Blaine M. Yorgason/Brenton G. Yorgason,3.78,087747785X,9.78088E+12,eng,131,9,2,12/28/1985,Deseret Book Company,
20179,A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.26,764226460,9.78076E+12,eng,303,175,18,9/1/2003,Bethany House Publishers,
20181,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,James Scott Bell,4.1,158297294X,9.78158E+12,eng,234,4480,439,10/6/2004,Writer's Digest Books,
20182,Deadlock,James Scott Bell,3.96,310243882,9.78031E+12,eng,319,327,20,10/6/2002,Zondervan,
20183,Breach of Promise,James Scott Bell,4,310243874,9.78031E+12,eng,345,368,36,2/15/2004,Zondervan,
20219,Keats's Poetry and Prose,John Keats/Jeffrey N. Cox,4.3,393924912,9.78039E+12,eng,673,291,10,8/1/2008,W. W. Norton & Company,
20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,60786736,9.78006E+12,eng,384,2519,225,1/9/2007,William Morrow,
20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,312965680,9.78031E+12,eng,323,5029,438,5/15/1999,St. Martin's Paperbacks,
20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.15,553586610,9.78055E+12,eng,416,2997,265,8/30/2005,Bantam,
20236,The Murder Stone,Charles Todd,3.83,553586602,9.78055E+12,eng,416,1492,175,8/31/2004,Bantam,
20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,553583158,9.78055E+12,eng,356,4081,316,6/1/2001,Bantam Books,
20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,553583174,9.78055E+12,eng,384,2815,258,7/29/2003,Bantam,
20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99,553583166,9.78055E+12,eng,421,3194,326,7/30/2002,Bantam,
20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4.01,312971281,9.78031E+12,eng,310,3896,324,5/15/2000,St. Martin's Press,
20241,Bill Bryson's African Diary,Bill Bryson,3.44,385605145,9.78039E+12,eng,63,264,22,12/2/2002,Doubleday,
20249,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,3.65,765312921,9.78077E+12,eng,524,10798,274,8/22/2006,Tor Books,
20250,The Battle Of Corrin (Legends of Dune  #3),Brian Herbert/Kevin J. Anderson,3.74,340823372,9.78034E+12,eng,624,59,2,9/1/2004,Hodder & Stoughton Ltd,
20252,House Corrino (Prelude to Dune #3),Brian Herbert/Kevin J. Anderson,3.68,553580337,9.78055E+12,eng,667,12257,167,8/27/2002,Spectra Books,
20253,House Harkonnen (Prelude to Dune #2),Brian Herbert/Kevin J. Anderson,3.67,553580302,9.78055E+12,eng,733,13161,206,8/28/2001,Spectra Books,
20254,Doctor Who: The Inside Story,Gary Russell,4.22,056348649X,9.78056E+12,eng,256,273,10,10/26/2006,BBC Books,
20258,Doctor Who Short Trips: Repercussions,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38,1844350487,9.78184E+12,eng,246,42,5,7/1/2004,Big Finish,
20264,Gerontius,James Hamilton-Paterson,3.74,1862074933,9.78186E+12,eng,272,4,2,4/17/2002,Not Avail,
20287,Hellstrom's Hive,Frank Herbert,3.69,553144383,9.78055E+12,eng,312,41,3,3/23/1982,Bantam Books (NY),
20315,The Dark City (Eliot Ness  #1),Max Allan Collins,3.88,727862421,9.78073E+12,eng,233,49,5,8/1/2005,Severn House Publishers,
20316,Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,727862987,9.78073E+12,eng,197,31,2,12/20/2005,Severn House Publishers,
20323,The Penguin Companion to European Literature,Anthony Thorlby,4.5,140510354,9.78014E+12,eng,907,1,0,5/30/1969,Penguin Books,
20327,West To Eden,Gloria Goldreich,3.77,380706016,9.78038E+12,eng,501,2,0,12/1/1988,Avon Books,
20343,The Various,Steve Augarde,3.71,440420296,9.78044E+12,eng,448,825,98,11/8/2005,Yearling,
20351,Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,4.08,385491735,9.78039E+12,eng,498,908,56,11/10/1998,Anchor,
20355,The Burnt Orange Heresy,Charles Willeford,3.9,786706686,9.78079E+12,eng,144,564,49,12/20/1999,Carroll & Graf,
20367,Ewan McGregor: From Junkie to Jedi,Brian J. Robb,2.8,859652769,9.78086E+12,eng,144,10,1,5/5/1999,Plexus Publishing,
20381,Shadow Twin,Gardner Dozois/George R.R. Martin/Daniel Abraham,3.57,1596060298,9.7816E+12,eng,114,65,7,6/1/2005,Subterranean Press,
20394,Der Prophet,Kahlil Gibran,4.23,3530268038,9.78353E+12,ger,95,9,0,9/1/2001,Benziger,
20398,Le prophète,Kahlil Gibran,4.23,2844541844,9.78284E+12,fre,172,1,0,10/8/2002,Dervy,
20408,The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson/Barry Menikoff,4.13,375761357,9.78038E+12,eng,818,439,12,10/8/2002,Modern Library,
20410,The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson/Charles Neider,4.21,030680882X,9.78031E+12,eng,720,52,12,8/22/1998,Da Capo Press,
20413,A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,4.3,689823827,9.78069E+12,eng,67,22227,431,2/1/1999,Simon & Schuster Books for Young Readers,
20417,Have Space Suit—Will Travel,Robert A. Heinlein,3.9,1416505490,9.78142E+12,eng,276,23541,661,2/8/2005,Pocket Books,
20420,Practicalities,Marguerite Duras/Barbara Bray,3.98,802133118,9.7808E+12,eng,143,226,19,10/22/1993,Grove Press,
20422,Le ravissement de Lol V. Stein,Marguerite Duras,3.66,2070368106,9.78207E+12,fre,192,485,38,6/25/1976,Gallimard,
20423,India Song,Marguerite Duras/Barbara Bray,3.57,802131352,9.7808E+12,eng,146,289,9,1/13/1994,Grove Press,
20424,Clown,Quentin Blake,3.98,805059334,9.78081E+12,en-US,32,384,47,9/15/1998,Henry Holt and Co. (BYR),
20425,The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,4.33,1903015073,9.7819E+12,eng,62,35,5,8/1/2000,Barn Owl Books,
20429,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,4.18,1567923232,9.78157E+12,eng,32,76,11,10/1/2006,David R. Godine,
20468,Cover Her Face (Adam Dalgliesh #1),P.D. James/Neville Teller/Robin Ellis/Sian Phillips/Hugh Grant,3.93,563528273,9.78056E+12,eng,2,17,4,5/7/2002,BBC Physical Audio,
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea/Tim Halliday/Jonathan Metcalf,4,789493934,9.78079E+12,eng,256,56,5,10/1/2002,DK Publishing (Dorling Kindersley),
20501,The Camera (Ansel Adams Photography  #1),Ansel Adams/Robert Hardy Baker,4.16,821221841,9.78082E+12,eng,195,5961,65,6/1/1995,Little  Brown and Company,
20502,The Negative (Ansel Adams Photography  #2),Ansel Adams/Robert Hardy Baker,4.4,821221868,9.78082E+12,en-US,265,1384,32,6/1/1995,Little  Brown and Company,
20505,The Print (Ansel Adams Photography  #3),Ansel Adams/Robert Hardy Baker,4.37,821221876,9.78082E+12,en-US,203,997,14,6/1/1995,Little  Brown and Company,
20509,The Changing Status of the Artist,Emma Barker/Nick Webb/Kim W. Woods,3.93,300077424,9.7803E+12,eng,260,8,0,3/1/1999,Yale University Press,
